id_dep,nome,partido,uf,Cobrança de cursos em universidades públicas,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Infaticídio indígena,Lei trabalhista,Maioridade 1,Maioridade 2,Pensão,Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Terceirização total 2017,Terrorismo,Transgênico,Tributação serviços de internet,Voto Facultativo,Voto impresso,Impeachment,Prosseguimento da denúncia contra Temer,Prosseguimento da 2ª denúncia contra Temer
73483,Luis Carlos Heinze,progressistas,RS,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1
141487,Luiz Fernando Faria,progressistas,MG,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,0,0
141480,Lázaro Botelho,progressistas,TO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0
178867,Macedo,progressistas,CE,1,1,1,1,1,0,-1,-1,-1,-1,1,1,1,1,0,-1,1,1,1,0,1,0,0,0
151965,Maia Filho,progressistas,PI,0,1,1,1,1,1,1,1,0,0,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,-1
178932,Marcelo Belinati,progressistas,PR,1,0,0,1,0,0,1,-1,1,1,0,1,0,0,0,-1,0,0,1,1,1,1,-1,-1
74235,Marcus Vicente,progressistas,ES,1,-1,0,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,0,1,1,0,0
178858,Mário Negromonte Jr.,progressistas,BA,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,-2,0,0
73781,Nelson Meurer,progressistas,PR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
74752,Odelmo Leão,progressistas,MG,1,1,0,1,1,0,1,-1,1,1,0,1,0,1,1,-1,0,1,1,0,1,1,-1,-1
141517,Paulo Henrique Lustosa,progressistas,CE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1
132056,Paulo Maluf,progressistas,SP,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,-1,1,0,0
171620,Renato Andrade,progressistas,MG,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0
141527,Renato Molling,progressistas,RS,-1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,0,1,1,1,1,1,0,0
160654,Renzo Braz,progressistas,MG,1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,0,-1,1,0,0
73788,Ricardo Barros,progressistas,PR,1,0,-1,1,1,1,-1,-1,0,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1
160655,Ricardo Izar,progressistas,SP,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,1,0,0
73674,Roberto Balestra,progressistas,GO,1,0,1,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,0,1,1,1,1,1,0,0
141529,Roberto Britto,progressistas,BA,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
178861,Ronaldo Carletto,progressistas,BA,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-1,0
178870,Rôney Nemer,progressistas,DF,0,1,1,1,1,0,1,0,1,1,-1,0,1,1,1,0,1,1,1,1,1,1,-1,0
74372,Sandes Júnior,progressistas,GO,-1,1,1,1,1,0,1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,1,-1,-1,-1
73424,Simão Sessim,progressistas,RJ,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,0,0
160611,Toninho Pinheiro,progressistas,MG,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
141558,Waldir Maranhão,progressistas,MA,-1,-1,-1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,1,-1,1,-1,-1,0,1,1
178972,Alex Manente,pps,SP,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
160602,Arnaldo Jordy,pps,PA,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,-1,1,1,1,1,1
160600,Arthur Oliveira Maia,pps,BA,1,-1,-2,1,1,1,1,1,1,1,0,1,0,-1,1,1,1,-1,-1,-1,1,1,0,0
164360,Carmen Zanotto,pps,SC,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
178883,Eliziane Gama,pps,MA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
198198,Luzia Ferreira,pps,MG,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
178880,Marcos Abrão,pps,GO,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1
195997,Pollyana Gama,pps,SP,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1
74048,Raul Jungmann,pps,PE,-1,0,-1,-1,0,-1,1,-1,0,0,0,0,0,0,1,-1,1,0,-1,0,-1,-1,-1,-1
73805,Roberto Freire,pps,SP,-1,0,1,0,0,0,1,-1,0,0,-1,1,0,0,1,-1,1,1,1,0,-2,-1,1,1
73466,Rubens Bueno,pps,PR,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
178968,Adelson Barreto,pr,SE,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,-1,1,1,1,1,1
141372,Aelton Freitas,pr,MG,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,0
178936,Alexandre Valle,pr,RJ,1,0,1,0,1,1,1,-1,-1,-1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
178846,Alfredo Nascimento,pr,AM,1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,1,-1,-1,1,0,0
160551,Anderson Ferreira,pr,PE,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,1,-1,-1
141513,Bilac Pinto,pr,MG,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
178999,Brunny,pr,MG,0,0,1,0,-1,0,0,1,1,1,1,-1,1,0,0,-1,-1,0,1,0,1,0,0,0
178865,Cabo Sabino,pr,CE,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,-1,-1,1,1,1,1,1,1
194261,Cajar Nardes,pr,RS,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0
178829,Capitão Augusto,pr,SP,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
178928,Christiane de Souza Yared,pr,PR,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
178939,Clarissa Garotinho,pr,RJ,1,0,1,0,0,0,1,-1,0,0,1,1,0,1,0,-1,-1,0,1,0,1,-1,-1,-1
178893,Delegado Edson Moreira,pr,MG,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
164359,Delegado Waldir,pr,GO,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,-1,1
178940,Dr. João,pr,RJ,1,0,-2,0,1,1,1,-1,1,1,1,1,1,1,1,-1,0,1,1,0,1,1,-1,-1
141417,Edio Lopes,pr,RR,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,0,0,0
74383,Giacobo,pr,PR,-1,1,-1,0,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,1,1,0,0
160673,Giovani Cherini,pr,RS,1,1,1,0,-1,0,1,-1,0,0,0,1,0,1,1,-1,1,1,0,0,1,1,-1,0
129618,Gorete Pereira,pr,CE,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-2,0,0
160509,Jorginho Mello,pr,SC,1,-1,1,0,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1
74140,José Carlos Araújo,pr,BA,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,0,1,0,0,-1
74554,José Rocha,pr,BA,1,-1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,0,0,0
141458,João Carlos Bacelar,pr,BA,1,-1,0,0,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,-1,0,1,0,0,0
141478,Laerte Bessa,pr,DF,0,1,0,0,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,0,0
178955,Luiz Cláudio,pr,RO,1,-2,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-2,1,1,0,1,1,0,0
162332,Luiz Nishimori,pr,PR,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
141484,Lúcio Vale,pr,PA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,0,0,0
166402,Magda Mofatto,pr,GO,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,0
195826,Marcelo Delaroli,pr,RJ,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0
179000,Marcelo Álvaro Antônio,pr,MG,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
178983,Marcio Alvino,pr,SP,1,1,-2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,0
74050,Maurício Quintella Lessa,pr,AL,-1,1,-2,0,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,0,0
178985,Miguel Lombardi,pr,SP,1,1,-2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
74787,Milton Monti,pr,SP,1,1,-2,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0,1,1,0,0
74017,Paulo Feijó,pr,RJ,1,0,1,-1,-1,-1,1,1,1,1,1,-1,0,1,1,1,0,1,1,0,1,1,0,0
160558,Paulo Freire,pr,SP,1,0,-2,0,1,0,-1,-1,1,1,0,1,0,1,-1,0,-1,1,1,0,1,1,0,-1
178960,Remídio Monai,pr,RR,-1,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,0,1,1,0,0
187008,Silas Freire,pr,PI,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,-1,1,1
160976,Tiririca,pr,SP,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1
137070,Vicentinho Júnior,pr,TO,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0,-1,0
160591,Vinicius Gurgel,pr,AP,-1,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,0,-1,-2,0,-1
74043,Wellington Roberto,pr,PB,1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,0,1,0,1,1
178949,Zenaide Maia,pr,RN,0,1,1,0,1,1,1,0,0,0,1,1,1,1,-2,0,1,0,1,0,1,0,1,1
178836,Alan Rick,prb,AC,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
141383,Antonio Bulhões,prb,SP,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
73437,Beto Mansur,prb,SP,1,-1,0,0,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,0,0
178962,Carlos Gomes,prb,RS,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
73441,Celso Russomanno,prb,SP,1,0,1,0,1,0,-1,1,1,1,1,1,1,0,-1,1,1,1,-1,0,1,1,0,0
141408,Cleber Verde,prb,MA,1,-1,1,0,1,0,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,0,0
160576,César Halum,prb,TO,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
196357,Dejorge Patrício,prb,RJ,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
160531,Jhonatan de Jesus,prb,RR,0,1,-1,0,1,0,1,-1,1,1,-1,1,0,0,1,1,1,1,1,0,-1,1,0,0
178971,Jony Marcos,prb,SE,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,-1,0,-1,1,1,1,1,1
74366,João Campos,prb,GO,1,0,-2,0,1,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
74585,Lincoln Portela,prb,MG,-2,-1,1,0,1,0,1,0,1,1,1,1,-1,-1,0,0,1,0,1,-1,1,1,1,1
141483,Lindomar Garçon,prb,RO,-1,1,-1,1,1,1,-1,1,-2,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,0
118594,Marcelo Squassoni,prb,SP,1,0,-2,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
150418,Márcio Marinho,prb,BA,1,0,-1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,-1
193982,Pastor Luciano Braga,prb,BA,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,0,-1
152610,Roberto Alves,prb,SP,0,0,1,0,1,0,1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,0,0
178944,Roberto Sales,prb,RJ,0,0,1,0,1,0,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,0,1,1,0,0
122466,Ronaldo Martins,prb,CE,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0
178945,Rosangela Gomes,prb,RJ,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,-1,1,1,1,0,1,1,0,0
74356,Silas Câmara,prb,AM,1,1,-2,0,1,1,1,1,-1,-1,1,1,1,1,-1,1,0,1,1,0,1,1,0,0
178991,Sérgio Reis,prb,SP,-1,-1,-1,0,1,0,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1
178862,Tia Eron,prb,BA,1,0,1,0,1,0,-1,-1,1,1,1,1,0,0,1,-1,1,1,1,0,1,1,-1,-1
141555,Vinicius Carvalho,prb,SP,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
74213,Antonio Balhmann,pros,CE,-1,-1,0,0,0,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
160640,Eros Biondini,pros,MG,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,-1,0,1,1,1,1
141430,Felipe Bornier,pros,RJ,-1,1,1,1,1,1,1,0,1,1,0,1,0,1,-1,1,0,1,1,1,1,1,1,1
178868,Odorico Monteiro,pros,CE,1,1,1,0,0,0,-2,0,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,1,1
160637,Ronaldo Fonseca,pros,DF,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,-1,1,1,1,1,1,0,0
178934,Toninho Wandscheer,pros,PR,1,1,1,0,0,0,1,1,0,-1,1,1,1,1,0,1,1,-1,0,0,-1,1,0,0
74308,Vicente Arruda,pros,CE,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,-1,1
194260,Nivaldo Albuquerque,prp,AL,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
178903,Adilton Sachetti,psb,MT,1,1,0,0,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
178834,Bebeto,psb,BA,-1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,-1,0,-1,0,1,1
194258,Creuza Pereira,psb,PE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
178838,César Messias,psb,AC,1,1,0,0,-1,0,1,-1,0,0,0,-1,0,1,-1,1,-1,-1,-1,0,1,0,1,1
160528,Danilo Cabral,psb,PE,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1
62881,Danilo Forte,psb,CE,-1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,0,1,-1,0,1,1,0,0
178905,Fabio Garcia,psb,MT,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,1,1,1,0,0
190149,Fabricio Oliveira,psb,SC,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
141431,Fernando Coelho Filho,psb,PE,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,-1,1,0,1,0,1,1,0,0
178978,Flavinho,psb,SP,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1
141441,George Hilton,psb,MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1
74419,Gonzaga Patriota,psb,PE,0,0,1,0,0,0,-1,0,1,1,0,1,0,1,1,-1,1,1,-1,0,1,1,1,1
178964,Heitor Schuch,psb,RS,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,-1,1,0,-1,0,1,1,1,1
97707,Heráclito Fortes,psb,PI,1,-1,-1,1,1,1,1,1,-2,1,-1,1,0,1,1,-1,1,0,1,0,-1,1,0,0
141450,Hugo Leal,psb,RJ,1,-1,1,1,1,1,1,-1,0,0,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1
178842,JHC,psb,AL,0,1,1,0,0,0,1,0,0,1,0,1,0,0,-1,-1,1,1,1,1,1,1,1,1
73926,Janete Capiberibe,psb,AP,0,1,1,0,0,0,-1,0,0,0,-1,1,-1,1,0,0,-1,-1,-1,0,1,0,1,1
160607,Jose Stédile,psb,RS,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-1,0,1,1,1,1
73714,José Reinaldo,psb,MA,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,0,0
178917,João Fernando Coutinho,psb,PE,0,1,1,0,1,0,-2,1,0,0,1,1,0,1,1,-1,0,0,1,0,1,1,-1,-1
73586,Júlio Delgado,psb,MG,0,1,1,0,0,1,1,0,0,-2,0,1,-1,1,1,0,1,0,1,0,1,1,1,1
160659,Keiko Ota,psb,SP,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,0,-1,0,1,1,1,1
160663,Leopoldo Meyer,psb,PR,1,-1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,-1,0,1,1,1,1
81366,Luana Costa,psb,MA,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
178931,Luciano Ducci,psb,PR,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,-1,1
178982,Luiz Lauro Filho,psb,SP,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,0,1,1,1,1
64960,Maria Helena,psb,RR,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,-1,0,-1,0,1,1,0,0
178919,Marinaldo Rosendo,psb,PE,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,0,0
160517,Paulo Foletto,psb,ES,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,-1,0,1,1,0,1,1,1,1
178951,Rafael Motta,psb,RN,1,1,1,0,1,0,1,0,0,1,1,1,-1,1,-1,0,1,1,0,-1,1,1,1,1
178926,Rodrigo Martins,psb,PI,0,1,1,0,0,1,1,1,-1,-1,0,1,0,1,1,1,1,0,0,0,1,1,1,1
167614,Severino Ninho,psb,PE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
178922,Tadeu Alencar,psb,PE,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,-1,0,0,-1,0,1,1,1,1
178898,Tenente Lúcio,psb,MG,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0
178901,Tereza Cristina,psb,MS,1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
141384,Valadares Filho,psb,SE,0,-1,1,0,1,0,1,0,0,1,0,1,0,-1,-1,-1,1,0,1,-1,1,1,1,1
74459,Átila Lira,psb,PI,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0
160543,Andre Moura,psc,SE,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,0,-1,-1,-1,1,1,0,0
74833,Arolde de Oliveira,psc,RJ,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
92346,Eduardo Bolsonaro,psc,SP,0,1,0,1,1,1,1,1,1,1,0,1,0,1,-1,1,0,1,1,-2,1,1,1,1
74270,Gilberto Nascimento,psc,SP,1,-1,1,1,1,1,1,1,1,1,0,1,0,-1,1,-1,0,1,-1,-1,1,1,-1,0
178855,Irmão Lazaro,psc,BA,-1,1,1,0,0,1,1,0,-1,1,0,1,0,0,1,0,1,1,-1,1,1,1,1,1
74847,Jair Bolsonaro,psc,RJ,0,1,0,1,1,1,1,1,1,1,0,1,0,1,-1,-2,0,1,1,0,1,1,1,1
67312,Júlia Marinho,psc,PA,1,1,1,-1,1,-1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
160601,Pr. Marco Feliciano,psc,SP,1,1,1,1,1,0,1,1,1,1,-1,1,-1,0,0,-2,0,1,-1,1,1,1,0,0
148134,Professor Victório Galli,psc,MT,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
74385,Takayama,psc,PR,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,0,0
74471,André de Paula,psd,PE,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
160553,Antonio Brito,psd,BA,-2,1,-2,1,1,1,1,0,0,0,0,1,-2,0,1,-1,1,1,-1,0,1,0,1,1
73720,Cesar Souza,psd,SC,1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-2,0,1,1,1,-1,1,0,0
160552,Danrlei de Deus Hinterholz,psd,RS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
178908,Delegado Éder Mauro,psd,PA,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-2,-1,1,1,1,0,1,1,0,1
160588,Diego Andrade,psd,MG,1,-1,-1,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,0,0
143632,Domingos Neto,psd,CE,1,-1,-2,1,1,0,1,1,0,-1,1,1,1,-1,1,1,1,1,-1,-1,1,0,0,0
160578,Edmar Arruda,psd,PR,-1,1,-1,1,1,0,1,1,1,1,0,1,1,1,-1,1,0,-1,1,1,-1,-1,0,0
178930,Evandro Roman,psd,PR,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
178953,Expedito Netto,psd,RO,0,1,-1,0,1,1,1,0,0,1,0,1,-1,1,1,0,1,1,1,0,-1,1,1,1
160676,Fernando Torres,psd,BA,1,-1,0,1,1,1,1,-1,0,0,1,1,-1,-1,1,-1,1,1,1,-1,1,0,1,1
141428,Fábio Faria,psd,RN,1,1,1,0,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
178969,Fábio Mitidieri,psd,SE,0,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
178980,Goulart,psd,SP,1,1,-2,0,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,1,0,1,1,0,0
178981,Herculano Passos,psd,SP,1,0,-2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
160596,Heuler Cruvinel,psd,GO,1,0,0,-1,-1,-1,1,1,1,1,1,-1,0,1,1,0,0,1,0,0,1,1,0,1
141389,Indio da Costa,psd,RJ,-1,0,-2,0,1,1,1,-1,1,1,-1,1,1,0,-1,-1,1,1,1,1,1,1,-1,-1
81232,Irajá Abreu,psd,TO,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,-1,1,0,1,1
74665,Jaime Martins,psd,MG,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,0,1
74273,Jefferson Campos,psd,SP,1,1,-2,1,1,1,1,1,1,1,0,1,0,1,1,-1,-1,1,-1,0,1,1,1,1
178910,Joaquim Passarinho,psd,PA,-1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
160619,José Nunes,psd,BA,1,1,1,1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
178967,João Paulo Kleinübing,psd,SC,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1
160571,João Rodrigues,psd,SC,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0
74317,Júlio Cesar,psd,PI,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
141500,Marcos Montes,psd,MG,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
178852,Marcos Reategui,psd,AP,0,1,-2,0,1,0,-1,1,0,1,0,1,-1,1,0,1,1,0,-1,1,1,1,-1,0
74574,Paulo Magalhães,psd,BA,1,0,0,0,1,0,1,1,0,0,1,1,1,1,-1,1,1,1,1,0,1,0,1,1
178998,Raquel Muniz,psd,MG,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0
73786,Reinhold Stephanes,psd,PR,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0
160426,Rogério Rosso,psd,DF,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-2,1,1,1,1,1,0,0
141536,Rômulo Gouveia,psd,PB,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
160621,Sandro Alex,psd,PR,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
92776,Stefano Aguiar,psd,MG,1,1,-2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,-1,0,1,1,1,1
